id|Nombre Comercial|Clasificación|Dirección|Referencia de Dirección |Teléfona Principal|Teléfono Secundario|Correo Electrónico|Dirección web|Horario de atención |estimacion de usuarios mensual|id_1
5897|RESIDENCIAL PUNTA MONTAÑITA|HOSTERÍA|MONTAÑITA VIA A OLON A 2 CUADRAS DEL HOTEL BAJA MONTAÑITA||||||Lunes a Domingo 24 horas|245|13393
5898|REST. MI CABAÑA |RESTAURANTE|PRIMERA DE MAYO Y 10 DE AGOSTO||2995109||||Lunes a sabado de 08:00 a22:00|132|13394
5899|RESTAURAN DIOSA DEL MAR|RESTAURANTE|PLAYITA MIA||||cedenocruzattyju1982@hotmail.com||Lunes a sabado de 08:00 a22:00|236|13395
5900|"RESTAURANT ""LUNG HUA"""|RESTAURANTE|AVENIDA UNIVERSITARIA S/N CALLE NUEVA| A 1 CUADRA DE TECNOELEC |989986304||lifernando2021@gmail.com||Lunes a sabado de 08:00 a22:00|232|13396
5901|Restaurant 100% Chonera|RESTAURANTE|C.101 Malecon Tarqui Frente   (PLAYITAMIA||||mari13-1@hotmail.com||Lunes a sabado de 08:00 a22:00|217|13397
5902|RESTAURANT BRISAS DEL MAR|RESTAURANTE|PLAYITA MIA||||||Lunes a sabado de 08:00 a22:00|242|13398
5903|Restaurant CAMILA Y MATEO|RESTAURANTE|Santa Marianaita ||||||Lunes a sabado de 08:00 a22:00|206|13399
5904|RESTAURANT DON PRIMO|RESTAURANTE|Calle 20 S/N Avenida 28| A los cuadras del Distrito de Educacion Manta |985124839|990067838|dana666_@hotmail.com||Lunes a sabado de 08:00 a22:00|239|13400
5905|RESTAURANT EL ARRECIFE|RESTAURANTE|C.102-103 AV.107 PARROQUIA TARQUI||383694||v.mario@hotmail.es||Lunes a sabado de 08:00 a22:00|236|13401
5906|Restaurant El Pargo|RESTAURANTE|Malecon de tarqui Parque del maisco||2384128||ANDORYPALBAZ2031@GMAIL.COM||Lunes a sabado de 08:00 a22:00|134|13402
5907|RESTAURANT FRUTOS DEL MAR|RESTAURANTE|C.20 EL MURCIELAGO||2610360||||Lunes a sabado de 08:00 a22:00|205|13403
5908|RESTAURANT LA BELLA ITALIA|RESTAURANTE|AVENIDA MALECON  S/N CALLE 3| MALECON DE SALINAS A POCOS METROS DE HOTEL BARCELO SALINAS |985667807|985667807|auliriabravo@hotmail.com||Lunes a sabado de 08:00 a22:00|186|13404
5909|RESTAURANT LA ESMERALDA|RESTAURANTE|EDIF. 15 DE ABRIL PB L.C||||||Lunes a sabado de 08:00 a22:00|149|13405
5910|RESTAURANT LA MADRINA|RESTAURANTE|CALLE 101 MALECON DE TARQUI FRENTE||||||Lunes a sabado de 08:00 a22:00|185|13406
5911|RESTAURANT MI KASA|RESTAURANTE|C.12 VIA SAN MATEO||2625807|||WWW.HOSTALMIKASA.COM|Lunes a sabado de 08:00 a22:00|169|13407
5912|RESTAURANT MIKE´S|RESTAURANTE|C.C PLAZA DEL SOL, LOCAL # 6-B||||||Lunes a sabado de 08:00 a22:00|178|13408
5913|RESTAURANT MING YUAN|RESTAURANTE|CALLE 15 AV. 30 LOS ALGARROBOS||2625222||TAIYACHAN@HOTMAIL.COM||Lunes a sabado de 08:00 a22:00|178|13409
5914|RESTAURANT NUEVO EDEN|RESTAURANTE|Sucre sn Apolinario Gálvez| A 50 MTS DISCOTECA AZUL AZUL |988868282||nuevo-eden@hotmail.es|https://www.restaurantnuevoeden.com|Lunes a sabado de 08:00 a22:00|169|13410
5915|RESTAURANT PECOS BILL|RESTAURANTE|GRAN COLOMBIA 24-20 NUEVE DE MARZO| A don cuadras del estadio de El Guabo |72950434|997712846|restaurantepecosbill@hotmail.com||Lunes a sabado de 08:00 a22:00|112|13411
5916|RESTAURANT REAL MADRID|RESTAURANTE|CIUD.MANTA 2000 VIA MANTA SAN MATEO||||||Lunes a sabado de 08:00 a22:00|247|13412
5917|RESTAURANTE ALOHA|RESTAURANTE|MALECON S/N 24 DE JUNIO | CERCA DEL HOTEL HIPOCAMPO |995703935|52631449|hildaramonacano@gmail.com||Lunes a sabado de 08:00 a22:00|111|13413
5918|RESTAURANTE BAR KARAOKE BBQ-RIBS|RESTAURANTE|CIUDADELA VILLAMARINA||||donattelo2891@gmail.com||Lunes a sabado de 08:00 a22:00|146|13414
5919|RESTAURANTE BURGUER|RESTAURANTE|VIA PIÑAS Y DE SARACAY||72515048||fulmol.@hotmail.com ||Lunes a sabado de 08:00 a22:00|214|13415
5920|RESTAURANTE CARTA DE ORO|RESTAURANTE|SANTA ROSA  E/ SUCRE Y 25 DE JUNIO||2938594||mkpgomez73@hotmail.com||Lunes a sabado de 08:00 a22:00|188|13416
5921|RESTAURANTE CEIBO'S|RESTAURANTE|AV. MANABI PIO MONTUFAR||52655109||ceibosrestaurant@hotmail.com||Lunes a sabado de 08:00 a22:00|238|13417
5922|RESTAURANTE D' DELIA|RESTAURANTE|AV MACHALILLA S/N MANABI| A UN LADO DE RESTAURANTE LAS TEJAS |985110704||valerip_1993.9@hotmail.com||Lunes a sabado de 08:00 a22:00|193|13418
5923|RESTAURANTE DEL MAR A SU PALADAR|RESTAURANTE|Hualtaco SN SN| Diagonal al escenario |991175227||narcisavillegas201@yahoo.com||Lunes a sabado de 08:00 a22:00|128|13419
5924|RESTAURANTE EL CHAPARRAL DE LAS ORQUIDEAS|RESTAURANTE|Av. Independencia sn Aureliano Gallardo| Fremte Comercial Astudillo |968926153||restchaparral@hotmail.com||Lunes a sabado de 08:00 a22:00|157|13420
5925|RESTAURANTE EL DELFIN AZUL 2|RESTAURANTE|PARROQUIA SAN LORENZO AV. MALECON||||josefalopezdelgado@hotmail.com||Lunes a sabado de 08:00 a22:00|226|13421
5926|RESTAURANTE EL EMBAJADOR|RESTAURANTE|CALLE ALAJUELA S/N ISIDRO AYORA| DIAGONAL AL MUELLE PESQUERO |994094844||cemolestina@gmail.com||Lunes a sabado de 08:00 a22:00|217|13422
5927|RESTAURANTE EL MESIAS|RESTAURANTE|PLAYITA MIA ||||||Lunes a sabado de 08:00 a22:00|233|13423
5928|RESTAURANTE ESPUMA DEL MAR|RESTAURANTE|MALECON JULIO IZURIETA S/N ELOY ALFARO| DIAGONAL A HOTEL ANCORA |985110704||manuel_merchan_18@hotmail.com||Lunes a sabado de 08:00 a22:00|155|13424
5929|RESTAURANTE GRAN CHEF|RESTAURANTE|CDLA. KENNEDY NORTE, AV. FCO. DE ORELLANA Y AV. ALEJANDRO||2883577||||Lunes a sabado de 08:00 a22:00|128|13425
5930|RESTAURANTE HERNAN LO MEJOR EN MARISCOS|RESTAURANTE|CALLE 21 S/N AVENIDA 1| BARRIO 25 DE DICIEMBRE FRENTE A HOTEL BELAMAR |969374286|969374286|hectorquinde1978@hotmail.com||Lunes a sabado de 08:00 a22:00|158|13426
5931|RESTAURANTE IMUYSA|RESTAURANTE|CDLA. EL PARAISO AV. CARLOSJULIO AROSEMENA  #101 Y LOS CIRUELOS ||99093555||||Lunes a sabado de 08:00 a22:00|157|13427
5932|RESTAURANTE J & J|RESTAURANTE|CIUD.LA AURORA VILLA 54||986719457||||Lunes a sabado de 08:00 a22:00|240|13428
5933|RESTAURANTE LA SAZON DE PATY|RESTAURANTE|AV. LA CULTURA ||||||Lunes a sabado de 08:00 a22:00|224|13429
5934|RESTAURANTE LUISTER|RESTAURANTE||A LADO DEL SRI|52602297|967422521|trinicristete22@hotmail.com||Lunes a sabado de 08:00 a22:00|138|13430
5935|RESTAURANTE MANABITA DE ZORAIDA |RESTAURANTE|CDLA. DIQUE AMAZONAS AV. LOS ESTEROS MZ. 8 SL.8||2492532||||Lunes a sabado de 08:00 a22:00|224|13431
5936|RESTAURANTE MARCELITA|RESTAURANTE|CALIXTO ROMERO 134 Y CACIQUE ALVAREZ||2410807||||Lunes a sabado de 08:00 a22:00|233|13432
5937|RESTAURANTE MURALLA CHINA|RESTAURANTE|AV.15 CALLE 13 Y12||2612522||lqian_17@outlook.com||Lunes a sabado de 08:00 a22:00|121|13433
5938|RESTAURANTE PARRILLADA DON CIRO|RESTAURANTE|CALLE  ENRIQUEZ GALLOS S/N CALLE 25| ATRAS DEL BANCO DE GUAYAQUIL |989446004|989446004|cirosuarez596@gmail.com||Lunes a sabado de 08:00 a22:00|157|13434
5939|RESTAURANTE PARRILLADAS AL CARBON|RESTAURANTE|MARCEL LANIADO Y 10 DE AGOSTO||||||Lunes a sabado de 08:00 a22:00|134|13435
5940|RESTAURANTE PUERTO INCA S.A. PORTOINCA|RESTAURANTE|PUERTO INCA S/N MZ 8 CARRETERA PANAMERICANA||2528372||||Lunes a sabado de 08:00 a22:00|242|13436
5941|RESTAURANTE SABOR ESPAÑOL|RESTAURANTE|Malecòn Julio Izurieta 0 Barrio San Jacinto| Malec&ograve n Julio Izurieta-Barrio San Jacinto |991614999|52300084|vicente.orea@gmail.com||Lunes a sabado de 08:00 a22:00|248|13437
5942|RESTAURANTE SEPTIMO CIELO|RESTAURANTE|CIUDADELA NUEVO PAIS 011 CALLE PRIMERA| QUEDA ATRAS DE LA LAVADORA DE CARROS IKE |983445932||pedroperico63@hotmail.com||Lunes a sabado de 08:00 a22:00|225|13438
5943|RESTAURANTE SMIR|RESTAURANTE|TENIENTE CORDOVEZ Y 10 D AGOSTO||||||Lunes a sabado de 08:00 a22:00|177|13439
5944|RESTAURANTE TIERRA VERDE|RESTAURANTE|AV. MALECON ENTRE CALLE 13 ||||neyisvalencia_1961@hotmail.com||Lunes a sabado de 08:00 a22:00|114|13440
5945|RESTAURANTE TODOS VOLVERAN |RESTAURANTE|CDLA. MARTHA DE ROLDOS, MZ.611 VILLA  26, LOCAL 1||2258155||||Lunes a sabado de 08:00 a22:00|207|13441
5946|RESTAURANTE Y HOSPEDERIA VILLA ROCA|CASA DE HUÉSPEDES|PRINCIPAL S/N AYAMPE|A LADO DE LA CABAÑA LA TORTUGA|52575037|967979025|niky2790@hotmail.com||24 horas|174|13442
5947|RESTAURAT KEVIN|RESTAURANTE|CALLE VILLAMIL #300 Y ALBERTO REYNA||||||Lunes a sabado de 08:00 a22:00|221|13443
5948|RESTO BAR GOODFELLAS|BAR|AVENIDA MALECON Y CALLE 19||||||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|237|13444
5949|RESTO EL DAVAL|FUENTE DE SODA|VELASCO IBARRA S/N Y PACIFICO GORDILLO ||999657471||alise_stefi01@hotmail.com||Lunes a viernes  06:00 a 20:00|161|13445
5950|RESTOBAR & CO S.A.|RESTAURANTE|KENNEDY NORTE, AV. FCO DE ORELLANA OF. 13 SOLAR 5, MZ. 105|C.C. PLAZA ORELLANA|5036911|45036911|restobar.sa@outlook.com||Lunes a sabado de 08:00 a22:00|237|13446
5951|RESTO-BAR MONTEZUMA|BAR|CALLE DE LOS COCTELES S/N AVENIDA CHIRIBOGA| MPONTAÑITA BAJOS DEL HOTEL MONTEZUMA |990022808|990022808|amazonia.montanita@gmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|134|13447
5952|RESTO-BAR TERRANOVA|BAR|CALLE PRINCIPAL S/N CALLEJON EL TIGRILLO| MONTAÑITA ANTES DE PASAR EL PUENTE&nbsp  |990022808|990022808|amazonia.montanita@gmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|236|13448
5953|RETATOUR|OPERADOR TURÍSTICO|CORDOVA 18 DE OCTUBRE Y FCO PACHECO||2655951||bienvenidomera@yahoo.com||Lunes a viernes de 08:00 a 18:00|241|13449
5954|RETRO LOUNGE BAR|BAR|CALLE 15 AV 24||||elgordonaula@gmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|110|13450
5955|RETRO LOUNGE BAR|FUENTE DE SODA|CALLE 15 AV 24||||elgordonaula@gmail.com||Lunes a viernes  06:00 a 20:00|114|13451
5956|REVOLVER CAFE BAR|BAR|C.C GARZOCENTRO 2000 LOCAL 604||2214112||||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|152|13452
5957|REVOLVER ROCK & GRILL|RESTAURANTE|GARZOTA, SOLAR 29, MZ. 32, AVENIDA 2A NE. Y AVE. AGUSTIN FREIRE||978622262||mfzc78@yahoo.com||Lunes a sabado de 08:00 a22:00|233|13453
5958|REY ARTURO EL |RESTAURANTE|CDLA. LA FLORIDA, MZ. 406, SOLAR 1||90710955||||Lunes a sabado de 08:00 a22:00|241|13454
5959|REY BLON|CAFETERÍA|KM 33 VIA A LA COSTA||42242935||marcos-tomala@yahoo.com||Lunes a Viernes 08h30 a 17h00|162|13455
5960|REY CANGREJO EL |RESTAURANTE|AV. 113 Y CALLE 105 Y 106||||alfonso lopez1985@hotmail.com||Lunes a sabado de 08:00 a22:00|123|13456
5961|REY DAVID|HOSTAL|novena SN av primera||42760024|994446199|jdsgec@hotmail.com|| Lunes a domingo 24 horas|192|13457
5962|REY DAVID|RESTAURANTE|BARRIO MARISCAL SUCRE AV. 12 Y CALLE 22||||||Lunes a sabado de 08:00 a22:00|104|13458
5963|REY DAVID|RESTAURANTE|KM. 40 VIA CHONE - PARROQUIA 4 DE DICIEMBRE||52611008||francita113@hotmail.com||Lunes a sabado de 08:00 a22:00|108|13459
5964|REY DE LAS OSTRAS EL|RESTAURANTE|CDLA. DEMOCRATICA NORTE, CALLE ELOY ALFARO, SL. 34, MZ. 11||2866597||dieguito.mattos@hotmail.com||Lunes a sabado de 08:00 a22:00|223|13460
5965|REY DEL BURRITO|RESTAURANTE|DANIEL  HIDALGO Y CARLOS HURTADO||2690739||||Lunes a sabado de 08:00 a22:00|119|13461
5966|REY DEL MANGLAR EL|RESTAURANTE|AV. ISIDRO AYORA MZ.953 SOLAR.8 EDIF. BONANZA PLAZA COMERCIAL LOCAL.1||5019888||||Lunes a sabado de 08:00 a22:00|209|13462
5967|REY DEL MARISCO EL|RESTAURANTE|PARQUE DEL MARISCO||||||Lunes a sabado de 08:00 a22:00|160|13463
5968|REY PARK |CENTRO DE RECREACIÓN TURÍSTICA|AV. PRINCIPAL S/N KM 10 VIA BABAHOYO A CINCO CUADRAS DEL RECINTO TRES POSTES ||89209636||||lunes a sabado de 8:00 a 18:00 |168|13464
5969|REY POLLO|RESTAURANTE|SUCRE Y OCTAVIO OCHOA||2944261||||Lunes a sabado de 08:00 a22:00|167|13465
5970|REY POLLO|RESTAURANTE|AV. GUAYAQUIL S/N JUNTO A LA ESTACION DE SERVICIOS PUMA||||||Lunes a sabado de 08:00 a22:00|151|13466
5971|REY POLLO DE MARCELO EL|RESTAURANTE|CDLA. COLINAS DE LA ALBORADA, MZ. 762, SL. 13||2642783||||Lunes a sabado de 08:00 a22:00|217|13467
5972|RHAPSODY|DISCOTECA|URDESA CENTRAL, AV. VICTOR EMILIO ESTRADA 819 Y GUAYACANES||2885055||pauldesamblanc@gmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|187|13468
5973|RIBERAS DEL MEDITERRANEO|RESTAURANTE|PTO. JELI||96272760||||Lunes a sabado de 08:00 a22:00|121|13469
5974|RIBERAS DEL PACIFICO|RESTAURANTE|EUGENIO CAJAMARCA,PTO. JELI||999615811||Elarenal1864@icloud.com||Lunes a sabado de 08:00 a22:00|223|13470
5975|RIBERAS DEL PACIFICO|RESTAURANTE|AV. JUAN EUGENIO CAJAMARCA Y ROBERTO SORROZA||72161022||sanchezvinicio550@gmail.com||Lunes a sabado de 08:00 a22:00|202|13471
5976|RICA COMIDA SANA LA|RESTAURANTE|CDLA. UNION Y PROGRESO, MZ. B, SOLAR 1||25035929||||Lunes a sabado de 08:00 a22:00|193|13472
5977|RICA FRITADA|RESTAURANTE|CALLE NICOLAS SEGOVIA # 716 ENTRE AYACUCHO Y HUANCAVILCA (JUNTO AL TALLER EL ROJO)||2366065||||Lunes a sabado de 08:00 a22:00|158|13473
5978|RICA PIZZA LOUNGE|RESTAURANTE|AV.15 Y C.14 ESQ.||2624614||yadiraemi@yahoo.es||Lunes a sabado de 08:00 a22:00|176|13474
5979|RICA SAZON DE DARLIN LA |RESTAURANTE|AGUIRRE 1726 Y JOSE MASCOTE||||||Lunes a sabado de 08:00 a22:00|237|13475
5980|RICA SAZON DE NIDIA 2 LA|RESTAURANTE|PEDRO CARBO S/N Y CLEMENTE BALLEN||||||Lunes a sabado de 08:00 a22:00|144|13476
5981|RICAS EMPANADAS VIÑA DEL MAR EXPRESS|FUENTE DE SODA|VICTOR MANUEL RENDON #832 ENTRE RIOBAMBA Y RUMICHACA||2560048||||Lunes a viernes  06:00 a 20:00|137|13477
5982|RICHARD|FUENTE DE SODA|AV. CHONE Y 4 DE DICIEMBRE||52660142||ricardosz16@hotmail.com||Lunes a viernes  06:00 a 20:00|205|13478
5983|RICI TOURS |AGENCIA DE VIAJES DUAL|AV JUAN TANCA MARENGO OF 408 AV JOAQUIN ORRANTIA|EDIFICIO PROFESSIONAL CENTER|42107444|995379023|rcoque@ricitours.com|www.ricitours.com|Lunes a Viernes 08h30 a 17h30|218|13479
5984|RICKY`S DELI|FUENTE DE SODA|MACHALA 123 Y PRESIDENTE CÓRDOVA||||ma.cristinalloay@hotmail.com||Lunes a viernes  06:00 a 20:00|113|13480
5985|RICKY'S FOOD|FUENTE DE SODA|AV. 17 DE SEPTIEMBRE Y PORTOVIEJO||274754||paolalmonserrate@gmail.com||Lunes a viernes  06:00 a 20:00|224|13481
5986|RICO MOROCHO|FUENTE DE SODA|AVENIDA MALECON ISLA N°24 ||||||Lunes a viernes  06:00 a 20:00|199|13482
5987|RICO POLLO|RESTAURANTE|BOLIVAR Y COLON||2696479||||Lunes a sabado de 08:00 a22:00|202|13483
5988|RICO POLLO|RESTAURANTE|AV. GUAYAQUIL #116 Y RICAURTE||2960215||||Lunes a sabado de 08:00 a22:00|159|13484
5989|RICO POLLO|FUENTE DE SODA|CARLOS A. ARAY Y AVDA CHONE||||||Lunes a viernes  06:00 a 20:00|176|13485
5990|RICO POLLO|RESTAURANTE|ROCAFUERTE Y PEDRO GUAL ||2639697||||Lunes a sabado de 08:00 a22:00|238|13486
5991|RICO POLLO|RESTAURANTE|VÍA A QUEVEDO E/ DAULE Y AUHING||2960578||||Lunes a sabado de 08:00 a22:00|221|13487
5992|RICO POLLO EL SOCIO EL|RESTAURANTE|CDLA. MADRIGAL AV. JUAN TANCA MARENGO SOLAR #2 MZ. #18||2255190||||Lunes a sabado de 08:00 a22:00|101|13488
5993|RICO'S|RESTAURANTE|GENERAL CORDOVA S/N MALECÓN JULIO IZURIETA| Diagonal a cafetria Il Capuccino |993733022||doris.vera.villamil@hotmail.com||Lunes a sabado de 08:00 a22:00|192|13489
5994|RICURAS LAS|RESTAURANTE|ESCALINATA DIEGO NOBOA  410 Y CALLEJON TERCERO ESCALON 265||2305178||||Lunes a sabado de 08:00 a22:00|181|13490
5995|RIDE HOUSE|BAR|BARRIO UMIÑA  VÍA A BARBASQUILLO|DIAGONAL A RESTAURANTE LAS VELAS|0|980538343|samuelbonillavera@hotmail.com|ridehouse.ec|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|219|13491
5996|RIGOBERTO|BAR|CALLE 15 AVA. 908 ENTRE BRASIL Y CUENCA||2460541||||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|209|13492
5997|RIGU'S|FUENTE DE SODA|ROCAFUERTE Y 9 DE MAYO||2914153||||Lunes a viernes  06:00 a 20:00|111|13493
5998|RIMINI|RESTAURANTE|MALECON, SECTOR LAS PALMAS||2340185||||Lunes a sabado de 08:00 a22:00|120|13494
5999|RINCON  COSTEÑO|RESTAURANTE|ELOY  ALFARO 1600  Y  SAN  MARTIN||2400488||||Lunes a sabado de 08:00 a22:00|191|13495
6000|RINCON  DEL  BUEN  SABOR|RESTAURANTE|ABDON  CALDERON  , CALLE  18 E Y  LA  AV. 20-21||2783091||||Lunes a sabado de 08:00 a22:00|121|13496
6001|RINCON CALIENTE EL|DISCOTECA|AV GUILLERMO R. PAREJA, CDLA. LA ALBORADA 11AVA ETAPA,  ALBOCENTRO 5, BLOQUE 2, LOC.8 Y 19||2621379||||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|106|13497
6002|RINCON CRIOLLO|RESTAURANTE|VELEZ #722 Y RUMICHACA||2286475||||Lunes a sabado de 08:00 a22:00|109|13498
6003|RINCON CRIOLLO|RESTAURANTE|FLAVIO REYES CALLE 20||2623183||||Lunes a sabado de 08:00 a22:00|172|13499
6004|RINCON CRIOLLO|BAR|AV. FLAVIO REYES Y CALLE 20||2623183||||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|149|13500
6005|RINCON D' OLON|HOSTAL|CALLE ALBERTO POTES S/N AVENIDA 1| COMUNA OLON SECTOR NORTE DE MALECON |991224223||rinconolon@gmail.com|| Lunes a domingo 24 horas|200|13501
6006|RINCON DE ALEJANDRO EL |RESTAURANTE|TUNGURAHUA # 2116 ENTRE LA BRASIL Y GOMEZ RENDON||||||Lunes a sabado de 08:00 a22:00|213|13502
6007|RINCON DE ANGIE|RESTAURANTE|COOPERATIVA COLINAS DE LA ALVORADA MZ.#758 SOLAR 10||2275773||||Lunes a sabado de 08:00 a22:00|155|13503
6008|RINCON DE BLANQUITA Y FREDDI EL|RESTAURANTE|VENEZUELA #2211-B ENTRE LOS RIOS Y TULCAN||2363981||||Lunes a sabado de 08:00 a22:00|210|13504
6009|RINCON DE CHARDIE EL |BAR|CALLE 17 DE SEPTIEMBRE S/N Y CALLE VICENTE UBILLA ||||||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|108|13505
6010|RINCON DE ENCOCAO EL|RESTAURANTE|AV. QUITO 940 Y VELEZ||6042850||||Lunes a sabado de 08:00 a22:00|183|13506
6011|RINCON DE ENGELS EL |RESTAURANTE|CDLA. SAUCES 2 MZ. F-39 SOLAR 1||||||Lunes a sabado de 08:00 a22:00|163|13507
6012|RINCON DE HAMBURGO |RESTAURANTE|AV. ENRIQUE GALLO EDIFICIO GAMA 1 ||82945480||||Lunes a sabado de 08:00 a22:00|246|13508
6013|RINCON DE ITALIA LA BELLA EL |RESTAURANTE|AVENIDA MALECON CALLE 19 Y CALLE 20||||||Lunes a sabado de 08:00 a22:00|105|13509
6014|RINCON DE JEAN CARLOS EL |SALA DE BAILE|REYNOSO CALERO||99918088||||Lunes a sabado de 10:00 a 20:00|184|13510
6015|RINCON DE JHONATAN EL |RESTAURANTE|COOP. AGUIRRE ABAD, MZ. 1, SL. 3||2280422||||Lunes a sabado de 08:00 a22:00|176|13511
6016|RINCON DE JOA EL |RESTAURANTE|CDLA. FLORESTA III MZ. 209 SOLAR #15||||||Lunes a sabado de 08:00 a22:00|132|13512
6017|RINCON DE JOHNNY EL |RESTAURANTE|COLON #2303 Y TUNGURAHUA||2453082||||Lunes a sabado de 08:00 a22:00|199|13513
6018|RINCON DE LA FRUTA DANIEL GIBRAN EL|FUENTE DE SODA|CALLE 29AVA #2311 Y N. AUGUSTO GONZALEZ||90296000||||Lunes a viernes  06:00 a 20:00|131|13514
6019|RINCON DE LAS PEÑAS EL |RESTAURANTE|BARRIO LAS PEÑAS PLAZA COLON 222||2384497||||Lunes a sabado de 08:00 a22:00|198|13515
6020|RINCON DE LOS MANABITAS EL|RESTAURANTE|29 S/N Y AV 12||||||Lunes a sabado de 08:00 a22:00|122|13516
6021|RINCON DE LOS MELLIZOS EL|BAR|LOS ULTIMOS SEREMOS LOS PRIMEROS, MZ. 1726, SOLAR 8, GUSAMO CENTRAL||2430112||||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|240|13517
6022|RINCON DE MECHE EL |RESTAURANTE|VICTOR EMILIO ESTRADA 418 ENTRE EBANOS Y MONJAS ||||||Lunes a sabado de 08:00 a22:00|112|13518
6023|RINCON DE MI CASA EL |FUENTE DE SODA|VIA A SAN MATEO||2623511||selenacg24@gmail.com||Lunes a viernes  06:00 a 20:00|111|13519
6024|RINCON DE MIGUELON EL |RESTAURANTE|CALLE HURTADO S/N Y AV. DEL EJERCITO||||vivi_guerrero@hotmail.com||Lunes a sabado de 08:00 a22:00|212|13520
6025|RINCON DE MILLY EL|RESTAURANTE|CALLE 17AVA #1117 Y GOMEZ RENDON||2464848||||Lunes a sabado de 08:00 a22:00|217|13521
6026|RINCON DE TERE EL |RESTAURANTE|VIA BARBASQUILLO ATRAS ESCUELA DE PESCA||||||Lunes a sabado de 08:00 a22:00|178|13522
6027|RINCON DEL CAFE|CAFETERÍA|CAPITAN NAJERA 220 Y ELOY ALFARO||2412043||||Lunes a Viernes 08h30 a 17h00|183|13523
6028|RINCON DEL MARISCO EL|RESTAURANTE|SAUCES 6 BLOQUE 21||||||Lunes a sabado de 08:00 a22:00|249|13524
6029|RINCON DEL MARISCO EL  |RESTAURANTE|CALLE 14AVA 1925 ENTRE ARGENTINA Y PORTETE ||||||Lunes a sabado de 08:00 a22:00|147|13525
6030|RINCON DEL PASO EL |FUENTE DE SODA|ADOLFO ALVEAR #403-B ENTRE LA 6TA Y LA 7MA CDLA. MIRAFLORES||6042916||||Lunes a viernes  06:00 a 20:00|155|13526
6031|RINCON DEL SABOR DE JUNIOR EL|RESTAURANTE|PADRE SOLANO 125 Y GENERAL CORDOVA||2303705||||Lunes a sabado de 08:00 a22:00|191|13527
6032|RINCON DEL TURISTA, EL|RESTAURANTE|1 DE MAYO Y 20 DE AGOSTO||72511464||mariamaldonado2011@hotmail.com||Lunes a sabado de 08:00 a22:00|183|13528
6033|RINCON FAMILIAR|CAFETERÍA|CHAVEZ FRANCO E/ OLMEDO Y GUAYAS||||||Lunes a Viernes 08h30 a 17h00|161|13529
6034|RINCON FRANCES|FUENTE DE SODA|C.C. PASEO SHOPPING MACHALA||2984354||||Lunes a viernes  06:00 a 20:00|170|13530
6035|RINCON MANABITA|RESTAURANTE|AV. CHONE Y ABDON CALDERON DIAGONAL AL BANCO DE PICHINCHA||997493838||evelyn_katty20@hotmail.com||Lunes a sabado de 08:00 a22:00|128|13531
6036|RINCON MARINERO|RESTAURANTE|MALECON ESCENICO||2624723||||Lunes a sabado de 08:00 a22:00|248|13532
6037|RINCON MARINERO 2 EL|RESTAURANTE|MALECON ESCENICO LOCAL # 14||52624723||||Lunes a sabado de 08:00 a22:00|113|13533
6038|RINCON MARINERO EL |RESTAURANTE|MALECON ESCENICO LOCAL # 2||52624723||zoilavelez23@hotmail.com||Lunes a sabado de 08:00 a22:00|181|13534
6039|RINCÓN MARIN'O CRAB|RESTAURANTE|KM. 11.5 VÍA A LA COSTA, C.C. BLUECOAST, LOCALES 15-16||46043202||||Lunes a sabado de 08:00 a22:00|238|13535
6040|RINCON MARINO EL|RESTAURANTE|PARQUE DEL MARISCO||||jorgeespinoza3057@hotmail.com||Lunes a sabado de 08:00 a22:00|127|13536
6041|RINCON ORIENTAL|RESTAURANTE|SAUCES 4 MZ-369 VILLA 34||||||Lunes a sabado de 08:00 a22:00|159|13537
